request_id,effect_logit,effect_OR
NCT00044278,0.0654291530808824,1.0676170972519594
NCT00056277,0.06544140525249593,1.067630177959986
NCT00041119,0.06544140525249593,1.067630177959986
NCT00236444,0.06557759884011136,1.0677755922461907
NCT00144105,0.06573747685997632,1.0679463197409624
NCT00107757,0.06632696310145018,1.0685760449920325
NCT00274118,0.06733793160633156,1.0696568879756407
NCT00067262,0.06917895086550147,1.071627960741848
NCT00067444,0.06917895086550147,1.071627960741848
NCT00102804,0.06937765424218523,1.0718409179931578
NCT00171314,0.06941753892898857,1.0718836688850224
NCT00216671,0.07113711626824452,1.0737284414122983
NCT00071331,0.07184164705126247,1.0744851826943376
NCT00224523,0.07242323486620506,1.0751102719384533
NCT00088036,0.07242323486620506,1.0751102719384533
NCT00160693,0.07245521242663172,1.0751446518918302
NCT00153036,0.07245521242663172,1.0751446518918302
NCT00255151,0.07363215575282683,1.0764107811496055
NCT00122850,0.0745500639138736,1.0773992809968944
NCT00172185,0.07616978498581876,1.0791457813551117
NCT00097760,0.07658735144421895,1.079596490531098
NCT00174655,0.07658735144421895,1.079596490531098
NCT00152971,0.07658735144421895,1.079596490531098
NCT00091650,0.07690390133348196,1.0799382907761852
NCT00160602,0.07690390133348196,1.0799382907761852
NCT00290277,0.07805780039274361,1.0811851497903466
NCT00048542,0.0784600232050021,1.081620114592386
NCT00094653,0.07955700919652949,1.0828072877433548
NCT00305188,0.08164818703956798,1.085073999574511
NCT00239499,0.08164818703956798,1.085073999574511
NCT00253188,0.08164818703956798,1.085073999574511
NCT00234858,0.08164818703956798,1.085073999574511
NCT00197171,0.08164818703956798,1.085073999574511
NCT00236665,0.08164818703956798,1.085073999574511
NCT00043914,0.08307224834984009,1.0866203122367848
NCT00290966,0.08328553992375906,1.086852103912161
NCT00099944,0.08338056042907314,1.0869553820549693
NCT00071747,0.08399463815367468,1.087623062125473
NCT00044460,0.08636727864580396,1.0902066644105282
NCT00144872,0.08848424774321503,1.0925170428659325
NCT00115492,0.08848424774321503,1.0925170428659325
NCT00174967,0.08848424774321503,1.0925170428659325
NCT00321919,0.08918708244419327,1.0932851716572336
NCT00034749,0.08918708244419327,1.0932851716572336
NCT00301821,0.08918708244419327,1.0932851716572336
NCT00317174,0.08918708244419327,1.0932851716572336
NCT00311402,0.08918708244419327,1.0932851716572336
NCT00299130,0.08918708244419327,1.0932851716572336
NCT00078559,0.09284532688274774,1.0972920005674591
NCT00289783,0.09313618577200755,1.0976112041192827
NCT00274534,0.09324436092922983,1.0977299448061377
NCT00319033,0.09438301213019326,1.0989805882143096
NCT00034853,0.09599923813015396,1.1007582253591597
NCT00250276,0.09599923813015396,1.1007582253591597
NCT00000936,0.09599923813015396,1.1007582253591597
NCT00096954,0.09634474495450544,1.1011386105470375
NCT00085943,0.09634474495450544,1.1011386105470375
NCT00056836,0.09737512636418166,1.1022737880332776
NCT00140686,0.09739332401237595,1.1022938470063985
NCT00095225,0.10159489693279161,1.1069349581402093
NCT00058526,0.10395791080309567,1.1095537537063656
NCT00056693,0.1052134517017732,1.110947718730356
NCT00036088,0.10541622777842154,1.1111730151917159
NCT00036374,0.10541622777842154,1.1111730151917159
NCT00238498,0.10541622777842154,1.1111730151917159
NCT00279019,0.10541622777842154,1.1111730151917159
NCT00240474,0.10541622777842154,1.1111730151917159
NCT00107900,0.10581309417667642,1.1116140899421776
NCT00249145,0.10683515543352262,1.1127508084350854
NCT00252746,0.10683515543352262,1.1127508084350854
NCT00245960,0.10683515543352262,1.1127508084350854
NCT00236860,0.10807168332429253,1.1141276068946124
NCT00090623,0.10933002903689829,1.115530447035874
NCT00036387,0.10955994564187446,1.1157869554956512
NCT00116883,0.110890786357638,1.117272878750412
NCT00067938,0.11089178170029906,1.1172739908203257
NCT00197015,0.11092987505860381,1.1173165523494333
NCT00047983,0.11101319948759297,1.1174096559920081
NCT00197106,0.11130496041917108,1.1177357200382565
NCT00224484,0.11130496041917108,1.1177357200382565
NCT00231413,0.11130496041917108,1.1177357200382565
NCT00111189,0.11330935275455742,1.119978347750558
NCT00169546,0.11330935275455742,1.119978347750558
NCT00105326,0.1133792871182697,1.120056675462547
NCT00142753,0.11389832980979882,1.120638183594762
NCT00002575,0.11709970952095608,1.1242315206885456
NCT00280397,0.11709970952095608,1.1242315206885456
NCT00270127,0.11803652953856943,1.1252852167662846
NCT00070590,0.1192263874063708,1.1266249431188842
NCT00118703,0.12353007571583019,1.1314840342226222
NCT00210912,0.12367273370919488,1.1316454609786035
NCT00290342,0.1251703691482403,1.1333415230497224
NCT00086112,0.126504320972327,1.1348543548397394
NCT00069095,0.1270128807562749,1.135431642905554
NCT00317187,0.12988774715676946,1.1387005537753914
NCT00236561,0.12988774715676946,1.1387005537753914
NCT00249223,0.12988774715676946,1.1387005537753914
NCT00207701,0.12988774715676946,1.1387005537753914
NCT00143481,0.1301202978909265,1.138965390217918
NCT00081731,0.1356346513275959,1.145263396689339
NCT00273338,0.1356346513275959,1.145263396689339
NCT00115622,0.1356346513275959,1.145263396689339
NCT00102388,0.13856316190278892,1.1486222284445895
NCT00207662,0.1409961020959614,1.151420159850706
NCT00096473,0.14178064897353976,1.1523238573920864
NCT00211120,0.14190729850300815,1.1524698079085074
NCT00260936,0.14190729850300815,1.1524698079085074
NCT00279318,0.14190729850300815,1.1524698079085074
NCT00255164,0.14295981692405366,1.153683442185208
NCT00106678,0.14535997503364434,1.1564557905611854
NCT00143455,0.14725870749214687,1.1586536766460565
NCT00059722,0.14737489409493532,1.1587883045013794
NCT00197002,0.14741427169206084,1.1588339356988056
NCT00094302,0.14862499741245028,1.1602378154355784
NCT00094549,0.14862499741245028,1.1602378154355784
NCT00111800,0.14862499741245028,1.1602378154355784
NCT00126997,0.14862499741245028,1.1602378154355784
NCT00083889,0.14862499741245028,1.1602378154355784
NCT00289185,0.1493354507000126,1.1610624030867287
NCT00056641,0.14957532193681058,1.161340941966754
NCT00144248,0.15001077692685072,1.161846763798399
NCT00251758,0.15523846353919518,1.1679364381570918
NCT00100178,0.15663108597786274,1.1695640657200883
NCT00043888,0.1570053121649568,1.1700018291271215
NCT00257608,0.15771925007544463,1.1708374360385088
NCT00074477,0.15851646344352258,1.1717712154556266
NCT00288119,0.16079696939027324,1.1744464960178742
NCT00274508,0.16079696939027324,1.1744464960178742
NCT00291330,0.16079696939027324,1.1744464960178742
NCT00082602,0.16178066881128597,1.175602366777508
NCT00088478,0.16178066881128597,1.175602366777508
NCT00195715,0.16346742957541976,1.1775870000542321
NCT00306696,0.1638685809186822,1.1780594854238464
NCT00246025,0.16608392479719003,1.18067218523913
NCT00091988,0.1669340156872098,1.181676290637859
NCT00099242,0.16693835289072673,1.1816814158195372
NCT00053378,0.1670021066926419,1.1817567549039991
NCT00077532,0.1672820028733762,1.1820875704010911
NCT00076115,0.17439395952601983,1.1905244919098956
NCT00040664,0.1762831790321425,1.1927757799215426
NCT00127023,0.17733162698617383,1.194026999052072
NCT00323622,0.17734120785112878,1.1940384389183043
NCT00045942,0.17821148448955826,1.1950780349795502
NCT00145327,0.18339181600982496,1.2012849985771703
NCT00318149,0.1843551236938399,1.2024427631992398
NCT00103727,0.18550379896861752,1.2038247730589813
NCT00072774,0.1868694796761481,1.2054699364550534
NCT00099866,0.19146990958929258,1.2110283922500338
NCT00097695,0.1961461888940189,1.2167047610571002
NCT00075270,0.19630348264933856,1.2168961561703158
NCT00191698,0.1975176073207408,1.2183745170916864
NCT00195780,0.1975176073207408,1.2183745170916864
NCT00236574,0.2000980799839798,1.221522559198069
NCT00320216,0.20353116719053543,1.2257233593993693
NCT00024921,0.20500052913394903,1.2275257144885348
NCT00262067,0.20565032173765554,1.2283236108241629
NCT00236457,0.20599823092767,1.2287510302439413
NCT00236613,0.20599823092767,1.2287510302439413
NCT00296504,0.20620444679430405,1.2290044443306252
NCT00116844,0.2062681341525369,1.2290827188694637
NCT00160706,0.2062681341525369,1.2290827188694637
NCT00118209,0.2062681341525369,1.2290827188694637
NCT00073528,0.2110438449165006,1.2349665008774884
NCT00038727,0.2110438449165006,1.2349665008774884
NCT00036439,0.2110438449165006,1.2349665008774884
NCT00141518,0.21182690652020847,1.2359339344568012
NCT00144157,0.21391271320436275,1.238514544109298
NCT00267943,0.2182913251948431,1.2439494086408123
NCT00304148,0.22194790602806366,1.2485063365161102
NCT00256750,0.22376897472990967,1.2507820237921294
NCT00152958,0.22415133901818254,1.2512603696157936
NCT00294047,0.22686669538194534,1.254662604472754
NCT00269854,0.22752143472735192,1.255484350430462
NCT00264667,0.22835409171832677,1.2565301735974692
NCT00157235,0.2307823645807594,1.2595850792900325
NCT00060502,0.2321408029875857,1.2612973107555914
NCT00270101,0.23242520123302313,1.2616560725109338
NCT00064428,0.2347337642643441,1.264572049641627
NCT00207740,0.23619746083181328,1.266424354685573
NCT00321464,0.23833692254321498,1.2691367215707494
NCT00146328,0.24087308271061253,1.272359540636189
NCT00263653,0.24218364710612403,1.274028142914975
NCT00119067,0.24471887882534601,1.2772621972804659
NCT00236756,0.24586325742006157,1.278724705470798
NCT00149214,0.2492600283902981,1.283075625785747
NCT00050206,0.2492600283902981,1.283075625785747
NCT00174915,0.2492600283902981,1.283075625785747
NCT00153062,0.2509139505527082,1.2851994888672476
NCT00289757,0.25120089146421337,1.2855683180936157
NCT00237497,0.25120089146421337,1.2855683180936157
NCT00236626,0.25120089146421337,1.2855683180936157
NCT00195676,0.25120089146421337,1.2855683180936157
NCT00109512,0.2531002503837187,1.2880123940992374
NCT00171249,0.2571961078197268,1.29329872788574
NCT00309634,0.25727404552841937,1.293399528553282
NCT00006409,0.25729329859072236,1.2934244306947082
NCT00134732,0.2591931074820293,1.2958840255687019
NCT00266552,0.2593418350408854,1.2960767735694998
NCT00216606,0.2593420386621649,1.2960770374783375
NCT00216502,0.2614901716304739,1.2988641757920976
NCT00106821,0.2674209867892352,1.3065903878557028
NCT00097825,0.2692869085899026,1.3090306593147856
NCT00322452,0.2712885948276681,1.3116535521988713
NCT00306644,0.272198088920634,1.3128470360075821
NCT00120848,0.27273354033823793,1.3135501900497237
NCT00107029,0.2739645517329052,1.315168180979454
NCT00273039,0.2772653099468786,1.3195164054265318
NCT00265083,0.2779548445518149,1.3204265714092631
NCT00001262,0.2830523503867236,1.3271746381041405
NCT00140712,0.2857563104570336,1.330768121460207
NCT00069108,0.28737366410912607,1.3329221856137459
NCT00034918,0.28743113223722033,1.3329987883577354
NCT00195741,0.2888949882588769,1.334951535582618
NCT00216476,0.2905537536425211,1.3371677445558905
NCT00118690,0.29153412649462956,1.3384793103180528
NCT00236379,0.2926702432414737,1.3400008432336612
NCT00153023,0.2948130812185161,1.3428753266059683
NCT00067951,0.2948130812185161,1.3428753266059683
NCT00135564,0.29513959933949574,1.3433138713268244
NCT00317642,0.2952128719595928,1.3434123030599208
NCT00299715,0.2953915292384977,1.3436523348875111
NCT00036335,0.2953915292384977,1.3436523348875111
NCT00321737,0.29569543367898854,1.3440607388533052
NCT00274521,0.2979104782071024,1.3470411929389983
NCT00191906,0.2979104782071024,1.3470411929389983
NCT00035321,0.2979104782071024,1.3470411929389983
NCT00071695,0.3021165768260145,1.3527189131953987
NCT00253214,0.30296079921826796,1.3538613909771513
NCT00230698,0.30296079921826796,1.3538613909771513
NCT00239447,0.3040990310391846,1.3554032764385517
NCT00270049,0.3047384617466385,1.3562702400665332
NCT00271037,0.30631446089904896,1.358409406034427
NCT00261508,0.30640972195299204,1.358538815709885
NCT00242801,0.30640972195299204,1.358538815709885
NCT00231673,0.30640972195299204,1.358538815709885
NCT00304629,0.30640972195299204,1.358538815709885
NCT00289211,0.3081943947877374,1.3609655278287265
NCT00197054,0.3149577119060661,1.3702013665277295
NCT00195793,0.3149577119060661,1.3702013665277295
NCT00236704,0.3155353157781364,1.3709930287541257
NCT00244712,0.31736462610926935,1.3735032957942273
NCT00099957,0.3194269399807345,1.3763388135524621
NCT00090051,0.31952619947859456,1.3764754350323583
NCT00139815,0.3233175592011734,1.3817040540805003
NCT00244322,0.328796033668531,1.3892944573929433
NCT00291668,0.3312730576888327,1.3927400387673525
NCT00279305,0.3312730576888327,1.3927400387673525
NCT00240721,0.3346843608644268,1.3974992101574135
NCT00318708,0.3372572129532591,1.4010993983092377
NCT00002968,0.3383894091810156,1.4026866161141707
NCT00075816,0.3385495077330823,1.402911202187887
NCT00004941,0.3436114248741213,1.4100306262151094
NCT00324155,0.343692321411791,1.4101446974246994
NCT00289627,0.34487163270634275,1.4118086779760015
NCT00306384,0.34487163270634275,1.4118086779760015
NCT00300456,0.34487163270634275,1.4118086779760015
NCT00289172,0.34623895605454363,1.4137403972860907
NCT00047437,0.3470090311065852,1.414829502788771
NCT00071097,0.3470090311065852,1.414829502788771
NCT00098748,0.34933287084316844,1.418121162971898
NCT00236431,0.34954650816378324,1.4184241589419335
NCT00253227,0.35128773051303697,1.4208961022651372
NCT00076934,0.35133199483895655,1.4209589986653288
NCT00249132,0.35234072894348056,1.4223930916560628
NCT00168792,0.365131823909895,1.440703914854877
NCT00291343,0.36859400806270587,1.4457005417479076
NCT00312013,0.3693193265314536,1.4467495154251189
NCT00257920,0.3706569456371765,1.4486860100755328
NCT00152425,0.3719593829998472,1.4505740621297039
NCT00275457,0.37427900841457795,1.4539427561337988
NCT00202865,0.37544332834400995,1.4556365965557456
NCT00183248,0.37548513314657944,1.455697450428261
NCT00099918,0.3779627646836891,1.4593086040466743
NCT00095134,0.3779627646836891,1.4593086040466743
NCT00062686,0.3817006596593747,1.4647735536866586
NCT00277823,0.3844792859508043,1.4688492718204
NCT00300469,0.3844792859508043,1.4688492718204
NCT00286468,0.3844792859508043,1.4688492718204
NCT00144170,0.38501790589877205,1.4696406364420143
NCT00043901,0.38644447308327884,1.471738673686714
NCT00128713,0.38879136191372854,1.4751967369991934
NCT00310388,0.3893030517131941,1.4759517732774277
NCT00216528,0.3914692305567008,1.4791524141114287
NCT00281567,0.3918868537930552,1.4797702715365002
NCT00207766,0.39260899258854665,1.4808392569894704
